query_name,pipeline_id,repetition,source_name,throughput,latency_us,pipeline_task_duration_us,pipeline_tuples,pipeline_task_count,pipeline_task_span_us,pipeline_avg_task_duration_us,end_to_end_tuples,end_to_end_duration_us,end_to_end_throughput,end_to_end_latency_us,avg_sink_latency_us,std_sink_latency_us,p50_sink_latency_us,p95_sink_latency_us,p99_sink_latency_us,sink_latency_count,is_inference_pipeline,batch_size,number_of_entries_prediction_cache,prediction_cache_scope,prediction_cache_type,use_batch_deduplication
ablation_cwru_lat.test_03,5,rep-01,CWRUSOURCE,1880.4653920260857,9699.59802955665,539760.0,1015.0,1015.0,9845092.0,531.7832512315271,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,False,12,16,,LFU,false
ablation_cwru_lat.test_03,6,rep-01,CWRUSOURCE,11762.388170398182,9694.986206896552,86292.0,1015.0,1015.0,9840411.0,85.01674876847291,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,False,12,16,,LFU,false
ablation_cwru_lat.test_03,7,rep-01,CWRUSOURCE,10868.97920013802,9762.031746031746,92741.0,1008.0,1015.0,9840128.0,91.3704433497537,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,False,12,16,,LFU,false
ablation_cwru_lat.test_03,8,rep-01,CWRUSOURCE,89.14961369232668,9601.327093596059,11385355.0,1015.0,85.0,9745347.0,133945.35294117648,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,True,12,16,,LFU,false
ablation_cwru_lat.test_03,9,rep-01,CWRUSOURCE,195756.9913211186,9317.578325123153,5185.0,1015.0,85.0,9457342.0,61.0,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,False,12,16,,LFU,false
ablation_cwru_lat.test_03,10,rep-01,CWRUSOURCE,0.0,,9937.0,0.0,85.0,9457323.0,116.90588235294118,486804.0,10161100.0,47908.59257363868,48590.90650497157,200042.34285714285,169070.83737551156,122689.0,494460.3999999998,559717.62,1015,False,12,16,,LFU,false
ablation_cwru_lat.test_03,2,rep-01,CWRUSOURCE,1018005.244733309,20.63600751020945,478194.0,486804.0,101.0,10045691.0,4734.59405940594,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,3,rep-01,CWRUSOURCE,5526776.489821869,20.62932514934142,88081.0,486804.0,101.0,10042438.0,872.0891089108911,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,4,rep-01,CWRUSOURCE,128115.92797532106,475.07814939211886,164999.0,21139.0,101.0,10042677.0,1633.6534653465346,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,5,rep-01,CWRUSOURCE,2055.021947229466,9702.737931034482,493912.0,1015.0,1015.0,9848279.0,486.6128078817734,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,6,rep-01,CWRUSOURCE,11161.327923113296,9699.272906403941,90939.0,1015.0,1015.0,9844762.0,89.59507389162562,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,7,rep-01,CWRUSOURCE,11739.768465677482,9766.386904761905,85862.0,1008.0,1015.0,9844518.0,84.59310344827587,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,8,rep-01,CWRUSOURCE,96.99871636772586,9603.551724137931,10464056.0,1015.0,85.0,9747605.0,123106.5411764706,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,True,12,16,,LFU,true
ablation_cwru_lat.test_03,9,rep-01,CWRUSOURCE,228603.6036036036,9500.122167487685,4440.0,1015.0,85.0,9642624.0,52.23529411764706,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
ablation_cwru_lat.test_03,10,rep-01,CWRUSOURCE,0.0,,6166.0,0.0,85.0,9642375.0,72.54117647058824,486804.0,10163800.0,47895.86571951435,48788.415115877615,189323.17142857143,161041.7398988875,120855.0,474614.5,573315.28,1015,False,12,16,,LFU,true
