query_name,pipeline_id,repetition,source_name,throughput,latency_us,pipeline_task_duration_us,pipeline_tuples,pipeline_task_count,pipeline_task_span_us,pipeline_avg_task_duration_us,end_to_end_tuples,end_to_end_duration_us,end_to_end_throughput,end_to_end_latency_us,openvino_enable_cpu_pinning,openvino_inference_num_threads,openvino_num_streams,prediction_cache_type,use_batch_deduplication
dlinear-48.test_02,2,rep-09,2,407589.15133224684,2.452754218599657,12099034.0,4931435.0,1048.0,12095598.0,11544.879770992366,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,3,rep-09,2,21103.97481343623,24.385527559118984,23368015.0,493158.0,493158.0,12025918.0,47.38443865860434,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,4,rep-09,2,6981.504501634769,24.383489672680966,70637783.0,493158.0,493158.0,12024913.0,143.23560197745957,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,5,rep-09,2,87147.9106576552,24.373539514719422,5658862.0,493158.0,493158.0,12020006.0,11.474744402402475,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,6,rep-09,2,0.0,,604040.0,0.0,493158.0,12015413.0,1.2248407204182026,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,8,rep-09,SOLARPOWERSOURCE,4570000.395391709,0.030639745569350223,1618648.0,7397222.0,1048.0,226649.0,1544.5114503816794,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,9,rep-09,SOLARPOWERSOURCE,3695543.841974598,1.9826380521905067,111172.0,410841.0,1106.0,814549.0,100.51717902350813,7397222.0,15185048.0,487138.532588109,77.60858876287888,false,1,0,NONE,false
dlinear-48.test_02,8,rep-02,SOLARPOWERSOURCE,3871920.0786818382,0.02854152545374466,1910479.0,7397222.0,1048.0,211128.0,1822.976145038168,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,9,rep-02,SOLARPOWERSOURCE,3432819.471963144,1.941116158156035,124158.0,426212.0,1109.0,827327.0,111.95491433724075,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,2,rep-02,2,363087.2727821584,2.7527656757110255,13581955.0,4931435.0,1048.0,13575085.0,12959.88072519084,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
