policy,scope,key_bytes,prediction_bytes,capacity,pool_keys,threads,hit_percent,repetition,ops_per_thread,total_ops,makespan_us,throughput_ops_per_second,ns_per_op_mean,ns_per_op_min_thread,ns_per_op_max_thread,hits,misses,observed_hit_rate,expected_hit_rate,status
LRU,private,300,64,64,128,16,100,0,200000,3200000,48834.6,6.55273e+07,137.088,88.7823,244.173,3199984,16,0.999995,0.999995,ok
LRU,private,300,64,64,128,16,100,1,200000,3200000,31372.8,1.01999e+08,128.36,88.8249,156.864,3199984,16,0.999995,0.999995,ok
LRU,private,300,64,64,128,16,100,2,200000,3200000,44715.6,7.15635e+07,132.672,88.3393,223.578,3199984,16,0.999995,0.999995,ok
LRU,shared,300,64,64,128,16,100,0,200000,3200000,2.5733e+06,1.24354e+06,12747.7,12426.3,12866.5,3199984,16,0.999995,0.999995,ok
LRU,shared,300,64,64,128,16,100,1,200000,3200000,4.44666e+06,719640,21679.6,20252.9,22233.3,3199984,16,0.999995,0.999995,ok
LRU,shared,300,64,64,128,16,100,2,200000,3200000,3.10524e+06,1.03052e+06,15356.2,14470.3,15526.2,3199984,16,0.999995,0.999995,ok
LRU,private,300,64,64,128,24,0,0,200000,4800000,166020,2.89122e+07,698.277,498.164,830.101,0,4800000,0,0,ok
LRU,private,300,64,64,128,24,0,1,200000,4800000,197825,2.42639e+07,739.154,503.368,989.125,0,4800000,0,0,ok
LRU,private,300,64,64,128,24,0,2,200000,4800000,225232,2.13114e+07,772.19,518.586,1126.16,0,4800000,0,0,ok
LRU,shared,300,64,64,128,24,0,0,200000,4800000,1.5003e+07,319935,74253.7,71438.3,75015.2,0,4800000,0,0,ok
LRU,shared,300,64,64,128,24,0,1,200000,4800000,1.18723e+07,404304,58982.4,58234.3,59361.3,0,4800000,0,0,ok
LRU,shared,300,64,64,128,24,0,2,200000,4800000,1.1731e+07,409173,58240.5,57048,58654.8,0,4800000,0,0,ok
LRU,private,300,64,64,128,24,50,0,200000,4800000,108880,4.40852e+07,430.602,310.839,544.4,2400000,2400000,0.5,0.5,ok
LRU,private,300,64,64,128,24,50,1,200000,4800000,98336.2,4.88122e+07,429.844,313.815,491.681,2400000,2400000,0.5,0.5,ok
LRU,private,300,64,64,128,24,50,2,200000,4800000,101780,4.71607e+07,440.943,348.126,508.898,2400000,2400000,0.5,0.5,ok
LRU,shared,300,64,64,128,24,50,0,200000,4800000,8.09695e+06,592816,40232.4,39370.7,40484.7,2380072,2419928,0.495848,0.5,inexact
LRU,shared,300,64,64,128,24,50,1,200000,4800000,8.01823e+06,598636,39906.9,39325.1,40091.1,2378327,2421673,0.495485,0.5,inexact
LRU,shared,300,64,64,128,24,50,2,200000,4800000,8.23399e+06,582949,40834.1,39956.9,41170,2376704,2423296,0.495147,0.5,inexact
LRU,private,300,64,64,128,24,100,0,200000,4800000,46177.1,1.03948e+08,141.287,89.566,230.885,4799976,24,0.999995,0.999995,ok
LRU,private,300,64,64,128,24,100,1,200000,4800000,32038,1.49822e+08,137.209,90.5611,160.19,4799976,24,0.999995,0.999995,ok
LRU,private,300,64,64,128,24,100,2,200000,4800000,46270.7,1.03737e+08,141.591,91.5172,231.354,4799976,24,0.999995,0.999995,ok
LRU,shared,300,64,64,128,24,100,0,200000,4800000,3.48068e+06,1.37904e+06,17281,16810.6,17403.4,4799976,24,0.999995,0.999995,ok
LRU,shared,300,64,64,128,24,100,1,200000,4800000,3.5007e+06,1.37115e+06,17349.4,16468.3,17503.5,4799976,24,0.999995,0.999995,ok
LRU,shared,300,64,64,128,24,100,2,200000,4800000,3.47703e+06,1.38049e+06,17258.2,16913.1,17385.1,4799976,24,0.999995,0.999995,ok
LRU,private,4096,64,64,128,1,0,0,131072,131072,573135,228693,4372.67,4372.67,4372.67,0,131072,0,0,ok
LRU,private,4096,64,64,128,1,0,1,131072,131072,578607,226530,4414.42,4414.42,4414.42,0,131072,0,0,ok
LRU,private,4096,64,64,128,1,0,2,131072,131072,578540,226557,4413.91,4413.91,4413.91,0,131072,0,0,ok
LRU,shared,4096,64,64,128,1,0,0,131072,131072,582700,224939,4445.64,4445.64,4445.64,0,131072,0,0,ok
LRU,shared,4096,64,64,128,1,0,1,131072,131072,573281,228635,4373.79,4373.79,4373.79,0,131072,0,0,ok
LRU,shared,4096,64,64,128,1,0,2,131072,131072,578560,226549,4414.06,4414.06,4414.06,0,131072,0,0,ok
LRU,private,4096,64,64,128,1,50,0,131072,131072,360221,363866,2748.27,2748.27,2748.27,65536,65536,0.5,0.5,ok
LRU,private,4096,64,64,128,1,50,1,131072,131072,361058,363022,2754.65,2754.65,2754.65,65536,65536,0.5,0.5,ok
LRU,private,4096,64,64,128,1,50,2,131072,131072,353072,371233,2693.73,2693.73,2693.73,65536,65536,0.5,0.5,ok
LRU,shared,4096,64,64,128,1,50,0,131072,131072,378254,346519,2885.85,2885.85,2885.85,65536,65536,0.5,0.5,ok
LRU,shared,4096,64,64,128,1,50,1,131072,131072,357051,367096,2724.08,2724.08,2724.08,65536,65536,0.5,0.5,ok
LRU,shared,4096,64,64,128,1,50,2,131072,131072,364649,359447,2782.05,2782.05,2782.05,65536,65536,0.5,0.5,ok
LRU,private,4096,64,64,128,1,100,0,131072,131072,126681,1.03466e+06,966.502,966.502,966.502,131071,1,0.999992,0.999992,ok
LRU,private,4096,64,64,128,1,100,1,131072,131072,126761,1.03401e+06,967.11,967.11,967.11,131071,1,0.999992,0.999992,ok
LRU,private,4096,64,64,128,1,100,2,131072,131072,126443,1.03661e+06,964.682,964.682,964.682,131071,1,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,1,100,0,131072,131072,129155,1.01485e+06,985.371,985.371,985.371,131071,1,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,1,100,1,131072,131072,127743,1.02606e+06,974.603,974.603,974.603,131071,1,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,1,100,2,131072,131072,129197,1.01451e+06,985.694,985.694,985.694,131071,1,0.999992,0.999992,ok
LRU,private,4096,64,64,128,2,0,0,131072,262144,575896,455193,4386.14,4378.53,4393.74,0,262144,0,0,ok
LRU,private,4096,64,64,128,2,0,1,131072,262144,584265,448673,4430.66,4403.73,4457.59,0,262144,0,0,ok
LRU,private,4096,64,64,128,2,0,2,131072,262144,579590,452292,4418.69,4415.45,4421.92,0,262144,0,0,ok
LRU,shared,4096,64,64,128,2,0,0,131072,262144,1.54034e+06,170186,11654.9,11558,11751.9,0,262144,0,0,ok
LRU,shared,4096,64,64,128,2,0,1,131072,262144,1.39887e+06,187397,10506.9,10341.3,10672.5,0,262144,0,0,ok
LRU,shared,4096,64,64,128,2,0,2,131072,262144,1.3629e+06,192343,9641.36,8884.65,10398.1,0,262144,0,0,ok
LRU,private,4096,64,64,128,2,50,0,131072,262144,388995,673900,2908.32,2848.84,2967.8,131072,131072,0.5,0.5,ok
LRU,private,4096,64,64,128,2,50,1,131072,262144,430756,608568,3203.55,3120.7,3286.41,131072,131072,0.5,0.5,ok
LRU,private,4096,64,64,128,2,50,2,131072,262144,415523,630877,3106.28,3042.37,3170.19,131072,131072,0.5,0.5,ok
LRU,shared,4096,64,64,128,2,50,0,131072,262144,851306,307932,6416.34,6337.72,6494.95,131068,131076,0.499985,0.5,inexact
LRU,shared,4096,64,64,128,2,50,1,131072,262144,839558,312241,6286.54,6167.75,6405.32,131062,131082,0.499962,0.5,inexact
LRU,shared,4096,64,64,128,2,50,2,131072,262144,853909,306993,6455.06,6395.31,6514.8,131061,131083,0.499958,0.5,inexact
LRU,private,4096,64,64,128,2,100,0,131072,262144,131560,1.99258e+06,996.146,988.567,1003.72,262142,2,0.999992,0.999992,ok
LRU,private,4096,64,64,128,2,100,1,131072,262144,130128,2.01451e+06,987.827,982.858,992.797,262142,2,0.999992,0.999992,ok
LRU,private,4096,64,64,128,2,100,2,131072,262144,131120,1.99927e+06,983.258,966.152,1000.36,262142,2,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,2,100,0,131072,262144,342400,765608,2493.89,2375.49,2612.3,262142,2,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,2,100,1,131072,262144,355185,738050,2692.39,2674.94,2709.84,262142,2,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,2,100,2,131072,262144,360805,726554,2744.98,2737.25,2752.72,262142,2,0.999992,0.999992,ok
LRU,private,4096,64,64,128,4,0,0,131072,524288,584036,897698,4407.98,4389.45,4455.84,0,524288,0,0,ok
LRU,private,4096,64,64,128,4,0,1,131072,524288,587701,892100,4438.67,4376.54,4483.8,0,524288,0,0,ok
LRU,private,4096,64,64,128,4,0,2,131072,524288,579429,904836,4394.84,4363.53,4420.69,0,524288,0,0,ok
LRU,shared,4096,64,64,128,4,0,0,131072,524288,2.84234e+06,184456,19723.3,16595.5,21685.3,0,524288,0,0,ok
LRU,shared,4096,64,64,128,4,0,1,131072,524288,2.92925e+06,178984,21276.2,19699.9,22348.4,0,524288,0,0,ok
LRU,shared,4096,64,64,128,4,0,2,131072,524288,2.87594e+06,182302,20312.1,17980.2,21941.7,0,524288,0,0,ok
LRU,private,4096,64,64,128,4,50,0,131072,524288,357824,1.46521e+06,2714.63,2692.93,2729.98,262144,262144,0.5,0.5,ok
LRU,private,4096,64,64,128,4,50,1,131072,524288,355250,1.47583e+06,2698.76,2687.58,2710.34,262144,262144,0.5,0.5,ok
LRU,private,4096,64,64,128,4,50,2,131072,524288,361460,1.45047e+06,2707.24,2684.41,2757.72,262144,262144,0.5,0.5,ok
LRU,shared,4096,64,64,128,4,50,0,131072,524288,1.65213e+06,317341,11494.8,10493.9,12604.8,262031,262257,0.499784,0.5,inexact
LRU,shared,4096,64,64,128,4,50,1,131072,524288,1.64813e+06,318111,11236.1,9922.62,12574.2,262069,262219,0.499857,0.5,inexact
LRU,shared,4096,64,64,128,4,50,2,131072,524288,1.61797e+06,324041,10600,8680.7,12344.1,262070,262218,0.499859,0.5,inexact
LRU,private,4096,64,64,128,4,100,0,131072,524288,135383,3.87262e+06,989.355,949.44,1032.89,524284,4,0.999992,0.999992,ok
LRU,private,4096,64,64,128,4,100,1,131072,524288,135417,3.87166e+06,1014.58,994.924,1033.15,524284,4,0.999992,0.999992,ok
LRU,private,4096,64,64,128,4,100,2,131072,524288,128465,4.08118e+06,968.111,959.914,980.109,524284,4,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,4,100,0,131072,524288,869169,603206,6463.85,6220.29,6631.24,524284,4,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,4,100,1,131072,524288,865311,605895,6059.05,4997.01,6601.8,524284,4,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,4,100,2,131072,524288,867121,604630,6297.44,5848,6615.61,524284,4,0.999992,0.999992,ok
LRU,private,4096,64,64,128,8,0,0,131072,1048576,608800,1.72236e+06,4522.15,4413.22,4644.78,0,1048576,0,0,ok
LRU,private,4096,64,64,128,8,0,1,131072,1048576,583456,1.79718e+06,4439.05,4419.82,4451.42,0,1048576,0,0,ok
LRU,private,4096,64,64,128,8,0,2,131072,1048576,617326,1.69858e+06,4491.44,4380.67,4709.82,0,1048576,0,0,ok
LRU,shared,4096,64,64,128,8,0,0,131072,1048576,5.99092e+06,175028,44172.6,38669.2,45707.1,0,1048576,0,0,ok
LRU,shared,4096,64,64,128,8,0,1,131072,1048576,6.57575e+06,159461,47986,41315,50169,0,1048576,0,0,ok
LRU,shared,4096,64,64,128,8,0,2,131072,1048576,6.64029e+06,157911,48392.2,43806.5,50661.4,0,1048576,0,0,ok
LRU,private,4096,64,64,128,8,50,0,131072,1048576,474509,2.20981e+06,3095.07,2707.58,3620.22,524288,524288,0.5,0.5,ok
LRU,private,4096,64,64,128,8,50,1,131072,1048576,421176,2.48964e+06,2866.45,2685.79,3213.32,524288,524288,0.5,0.5,ok
LRU,private,4096,64,64,128,8,50,2,131072,1048576,443636,2.3636e+06,2795.43,2700.72,3384.67,524288,524288,0.5,0.5,ok
LRU,shared,4096,64,64,128,8,50,0,131072,1048576,3.46423e+06,302687,24984.6,23347,26430,522974,525602,0.498747,0.5,inexact
LRU,shared,4096,64,64,128,8,50,1,131072,1048576,3.61432e+06,290117,25079.3,21492.3,27575.1,522933,525643,0.498708,0.5,inexact
LRU,shared,4096,64,64,128,8,50,2,131072,1048576,3.70859e+06,282742,25744.7,22687.5,28294.3,522983,525593,0.498755,0.5,inexact
LRU,private,4096,64,64,128,8,100,0,131072,1048576,152659,6.86875e+06,1050.43,981.734,1164.69,1048568,8,0.999992,0.999992,ok
LRU,private,4096,64,64,128,8,100,1,131072,1048576,139752,7.5031e+06,1007.66,961.341,1066.23,1048568,8,0.999992,0.999992,ok
LRU,private,4096,64,64,128,8,100,2,131072,1048576,172369,6.08333e+06,1174.93,1072.46,1315.07,1048568,8,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,8,100,0,131072,1048576,1.6565e+06,633007,11956.2,9981.1,12638.1,1048568,8,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,8,100,1,131072,1048576,1.87081e+06,560494,13898.3,13004.4,14273.1,1048568,8,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,8,100,2,131072,1048576,1.69647e+06,618093,12414.5,11215.6,12943,1048568,8,0.999992,0.999992,ok
LRU,private,4096,64,64,128,16,0,0,131072,2097152,879605,2.3842e+06,5604.49,4609.53,6710.85,0,2097152,0,0,ok
LRU,private,4096,64,64,128,16,0,1,131072,2097152,885169,2.36921e+06,5844.27,4941.29,6753.3,0,2097152,0,0,ok
LRU,private,4096,64,64,128,16,0,2,131072,2097152,882790,2.3756e+06,5730.16,4648.1,6735.15,0,2097152,0,0,ok
LRU,shared,4096,64,64,128,16,0,0,131072,2097152,1.41589e+07,148116,103118,92452.2,108024,0,2097152,0,0,ok
LRU,shared,4096,64,64,128,16,0,1,131072,2097152,1.46278e+07,143368,108984,101629,111601,0,2097152,0,0,ok
LRU,shared,4096,64,64,128,16,0,2,131072,2097152,1.38922e+07,150959,103559,99508.1,105989,0,2097152,0,0,ok
LRU,private,4096,64,64,128,16,50,0,131072,2097152,497009,4.21954e+06,3228.55,2674.81,3791.88,1048576,1048576,0.5,0.5,ok
LRU,private,4096,64,64,128,16,50,1,131072,2097152,519758,4.03486e+06,3221.26,2683.7,3965.44,1048576,1048576,0.5,0.5,ok
LRU,private,4096,64,64,128,16,50,2,131072,2097152,497972,4.21138e+06,3207.81,2684.33,3799.23,1048576,1048576,0.5,0.5,ok
LRU,shared,4096,64,64,128,16,50,0,131072,2097152,7.7646e+06,270091,57095.7,53265.8,59239.2,1041811,1055341,0.496774,0.5,inexact
LRU,shared,4096,64,64,128,16,50,1,131072,2097152,7.82127e+06,268134,57477,53047.6,59671.6,1041983,1055169,0.496856,0.5,inexact
LRU,shared,4096,64,64,128,16,50,2,131072,2097152,7.57759e+06,276757,54479.9,46187.9,57812.5,1041912,1055240,0.496822,0.5,inexact
LRU,private,4096,64,64,128,16,100,0,131072,2097152,311076,6.74161e+06,1520.75,1132.24,2373.32,2097136,16,0.999992,0.999992,ok
LRU,private,4096,64,64,128,16,100,1,131072,2097152,254574,8.23789e+06,1415.09,1150.54,1942.24,2097136,16,0.999992,0.999992,ok
LRU,private,4096,64,64,128,16,100,2,131072,2097152,180827,1.15976e+07,1192.44,976.223,1379.6,2097136,16,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,16,100,0,131072,2097152,3.74115e+06,560564,27767.6,25863.9,28542.7,2097136,16,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,16,100,1,131072,2097152,3.7678e+06,556599,28500.1,28261.6,28746,2097136,16,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,16,100,2,131072,2097152,3.78143e+06,554592,28465.2,27883.6,28850,2097136,16,0.999992,0.999992,ok
LRU,private,4096,64,64,128,24,0,0,131072,3145728,1.10819e+06,2.83861e+06,7006.79,5560.43,8454.83,0,3145728,0,0,ok
LRU,private,4096,64,64,128,24,0,1,131072,3145728,1.2585e+06,2.49958e+06,7848.57,6094.62,9601.63,0,3145728,0,0,ok
LRU,private,4096,64,64,128,24,0,2,131072,3145728,1.03262e+06,3.04636e+06,6389.09,4755.59,7878.24,0,3145728,0,0,ok
LRU,shared,4096,64,64,128,24,0,0,131072,3145728,2.25801e+07,139314,169688,162841,172273,0,3145728,0,0,ok
LRU,shared,4096,64,64,128,24,0,1,131072,3145728,2.2365e+07,140654,167502,160030,170631,0,3145728,0,0,ok
LRU,shared,4096,64,64,128,24,0,2,131072,3145728,2.06411e+07,152402,153018,142964,157479,0,3145728,0,0,ok
LRU,private,4096,64,64,128,24,50,0,131072,3145728,532053,5.91244e+06,3638.91,2690.67,4059.24,1572864,1572864,0.5,0.5,ok
LRU,private,4096,64,64,128,24,50,1,131072,3145728,534173,5.88897e+06,3649.8,2733.07,4075.42,1572864,1572864,0.5,0.5,ok
LRU,private,4096,64,64,128,24,50,2,131072,3145728,532415,5.90842e+06,3631.4,2695.48,4062,1572864,1572864,0.5,0.5,ok
LRU,shared,4096,64,64,128,24,50,0,131072,3145728,1.19019e+07,264304,87105,79650.6,90804.4,1555770,1589958,0.494566,0.5,inexact
LRU,shared,4096,64,64,128,24,50,1,131072,3145728,1.17528e+07,267658,85197.8,74210.8,89666.6,1555362,1590366,0.494436,0.5,inexact
LRU,shared,4096,64,64,128,24,50,2,131072,3145728,1.17593e+07,267511,84828.4,74163.3,89716.1,1555008,1590720,0.494324,0.5,inexact
LRU,private,4096,64,64,128,24,100,0,131072,3145728,194086,1.62079e+07,1286.85,963.129,1480.76,3145704,24,0.999992,0.999992,ok
LRU,private,4096,64,64,128,24,100,1,131072,3145728,191402,1.64352e+07,1273.79,946.948,1460.28,3145704,24,0.999992,0.999992,ok
LRU,private,4096,64,64,128,24,100,2,131072,3145728,189305,1.66172e+07,1289.75,969.681,1444.29,3145704,24,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,24,100,0,131072,3145728,5.80043e+06,542327,43906.7,43160.5,44253.8,3145704,24,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,24,100,1,131072,3145728,5.8119e+06,541257,43915,42931.5,44341.3,3145704,24,0.999992,0.999992,ok
LRU,shared,4096,64,64,128,24,100,2,131072,3145728,5.86328e+06,536513,44408.3,43642.3,44733.3,3145704,24,0.999992,0.999992,ok
LRU,private,65536,64,64,128,1,0,0,8192,8192,560560,14614,68427.8,68427.8,68427.8,0,8192,0,0,ok
LRU,private,65536,64,64,128,1,0,1,8192,8192,562423,14565.5,68655.2,68655.2,68655.2,0,8192,0,0,ok
LRU,private,65536,64,64,128,1,0,2,8192,8192,556421,14722.7,67922.4,67922.4,67922.4,0,8192,0,0,ok
LRU,shared,65536,64,64,128,1,0,0,8192,8192,556553,14719.2,67938.6,67938.6,67938.6,0,8192,0,0,ok
LRU,shared,65536,64,64,128,1,0,1,8192,8192,563319,14542.4,68764.6,68764.6,68764.6,0,8192,0,0,ok
LRU,shared,65536,64,64,128,1,0,2,8192,8192,560147,14624.7,68377.3,68377.3,68377.3,0,8192,0,0,ok
LRU,private,65536,64,64,128,1,50,0,8192,8192,343429,23853.5,41922.5,41922.5,41922.5,4096,4096,0.5,0.5,ok
LRU,private,65536,64,64,128,1,50,1,8192,8192,341381,23996.7,41672.4,41672.4,41672.4,4096,4096,0.5,0.5,ok
LRU,private,65536,64,64,128,1,50,2,8192,8192,350641,23362.9,42802.9,42802.9,42802.9,4096,4096,0.5,0.5,ok
LRU,shared,65536,64,64,128,1,50,0,8192,8192,342001,23953.2,41748.1,41748.1,41748.1,4096,4096,0.5,0.5,ok
LRU,shared,65536,64,64,128,1,50,1,8192,8192,341175,24011.1,41647.3,41647.3,41647.3,4096,4096,0.5,0.5,ok
LRU,shared,65536,64,64,128,1,50,2,8192,8192,341706,23973.8,41712.2,41712.2,41712.2,4096,4096,0.5,0.5,ok
LRU,private,65536,64,64,128,1,100,0,8192,8192,130171,62932.5,15890,15890,15890,8191,1,0.999878,0.999878,ok
LRU,private,65536,64,64,128,1,100,1,8192,8192,123560,66300,15083,15083,15083,8191,1,0.999878,0.999878,ok
LRU,private,65536,64,64,128,1,100,2,8192,8192,123335,66420.6,15055.6,15055.6,15055.6,8191,1,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,1,100,0,8192,8192,125521,65264,15322.4,15322.4,15322.4,8191,1,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,1,100,1,8192,8192,123634,66259.9,15092.1,15092.1,15092.1,8191,1,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,1,100,2,8192,8192,123460,66353.7,15070.7,15070.7,15070.7,8191,1,0.999878,0.999878,ok
LRU,private,65536,64,64,128,2,0,0,8192,16384,557629,29381.5,68058.7,68047.4,68070,0,16384,0,0,ok
LRU,private,65536,64,64,128,2,0,1,8192,16384,566622,28915.2,68927.7,68687.6,69167.7,0,16384,0,0,ok
LRU,private,65536,64,64,128,2,0,2,8192,16384,567577,28866.6,69147.7,69011.1,69284.3,0,16384,0,0,ok
LRU,shared,65536,64,64,128,2,0,0,8192,16384,1.13592e+06,14423.5,104539,70415.7,138662,0,16384,0,0,ok
LRU,shared,65536,64,64,128,2,0,1,8192,16384,1.14163e+06,14351.4,133867,128376,139359,0,16384,0,0,ok
LRU,shared,65536,64,64,128,2,0,2,8192,16384,1.13325e+06,14457.6,103970,69604.8,138336,0,16384,0,0,ok
LRU,private,65536,64,64,128,2,50,0,8192,16384,348666,46990.6,42311.9,42062,42561.7,8192,8192,0.5,0.5,ok
LRU,private,65536,64,64,128,2,50,1,8192,16384,346539,47279,42238.5,42174.9,42302.1,8192,8192,0.5,0.5,ok
LRU,private,65536,64,64,128,2,50,2,8192,16384,353373,46364.6,42675.8,42215.3,43136.4,8192,8192,0.5,0.5,ok
LRU,shared,65536,64,64,128,2,50,0,8192,16384,699568,23420.2,77375.3,69354.1,85396.5,8192,8192,0.5,0.5,ok
LRU,shared,65536,64,64,128,2,50,1,8192,16384,694359,23595.8,68867.1,52973.6,84760.7,8192,8192,0.5,0.5,ok
LRU,shared,65536,64,64,128,2,50,2,8192,16384,693885,23612,63847.3,42991.9,84702.8,8192,8192,0.5,0.5,ok
LRU,private,65536,64,64,128,2,100,0,8192,16384,135842,120610,15964.7,15347,16582.3,16382,2,0.999878,0.999878,ok
LRU,private,65536,64,64,128,2,100,1,8192,16384,128713,127291,15638.9,15565.7,15712.1,16382,2,0.999878,0.999878,ok
LRU,private,65536,64,64,128,2,100,2,8192,16384,128629,127374,15570.1,15438.5,15701.8,16382,2,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,2,100,0,8192,16384,264961,61835.6,30155.1,27966.4,32343.8,16382,2,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,2,100,1,8192,16384,254694,64328.1,23594.9,16099.1,31090.6,16382,2,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,2,100,2,8192,16384,259835,63055.5,24461.8,17205.6,31718.1,16382,2,0.999878,0.999878,ok
LRU,private,65536,64,64,128,4,0,0,8192,32768,579940,56502.4,69528,68986.5,70793.4,0,32768,0,0,ok
LRU,private,65536,64,64,128,4,0,1,8192,32768,610327,53689.3,74303.8,74150.5,74502.8,0,32768,0,0,ok
LRU,private,65536,64,64,128,4,0,2,8192,32768,564360,58062.3,68393.6,68113.5,68891.6,0,32768,0,0,ok
LRU,shared,65536,64,64,128,4,0,0,8192,32768,2.29461e+06,14280.5,197133,84528.9,280103,0,32768,0,0,ok
LRU,shared,65536,64,64,128,4,0,1,8192,32768,2.27584e+06,14398.2,174358,70204.6,277812,0,32768,0,0,ok
LRU,shared,65536,64,64,128,4,0,2,8192,32768,2.28872e+06,14317.2,200497,76173,279384,0,32768,0,0,ok
LRU,private,65536,64,64,128,4,50,0,8192,32768,347337,94340.7,42183,41997.1,42399.5,16384,16384,0.5,0.5,ok
LRU,private,65536,64,64,128,4,50,1,8192,32768,354905,92328.9,42500.9,42085.2,43323.4,16384,16384,0.5,0.5,ok
LRU,private,65536,64,64,128,4,50,2,8192,32768,350631,93454.3,42469.1,42157.4,42801.7,16384,16384,0.5,0.5,ok
LRU,shared,65536,64,64,128,4,50,0,8192,32768,1.41109e+06,23221.8,125047,83207.3,172252,16382,16386,0.499939,0.5,inexact
LRU,shared,65536,64,64,128,4,50,1,8192,32768,1.41032e+06,23234.5,121465,65489.2,172158,16378,16390,0.499817,0.5,inexact
LRU,shared,65536,64,64,128,4,50,2,8192,32768,1.40268e+06,23361,107646,43009.1,171226,16383,16385,0.499969,0.5,inexact
LRU,private,65536,64,64,128,4,100,0,8192,32768,137917,237592,16183.4,15067.4,16835.6,32764,4,0.999878,0.999878,ok
LRU,private,65536,64,64,128,4,100,1,8192,32768,133755,244985,16083,15788.1,16327.6,32764,4,0.999878,0.999878,ok
LRU,private,65536,64,64,128,4,100,2,8192,32768,131558,249076,15656,15047,16059.4,32764,4,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,4,100,0,8192,32768,527236,62150.6,47098.5,20758,64359.8,32764,4,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,4,100,1,8192,32768,524244,62505.3,40564.1,16708.2,63994.6,32764,4,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,4,100,2,8192,32768,529640,61868.4,51785.1,46051.2,64653.4,32764,4,0.999878,0.999878,ok
LRU,private,65536,64,64,128,8,0,0,8192,65536,586764,111691,69765.7,68127.7,71626.5,0,65536,0,0,ok
LRU,private,65536,64,64,128,8,0,1,8192,65536,594668,110206,70118.2,68626.5,72591.4,0,65536,0,0,ok
LRU,private,65536,64,64,128,8,0,2,8192,65536,601609,108935,70758.6,68146.3,73438.6,0,65536,0,0,ok
LRU,shared,65536,64,64,128,8,0,0,8192,65536,4.60362e+06,14235.8,398599,152889,561965,0,65536,0,0,ok
LRU,shared,65536,64,64,128,8,0,1,8192,65536,4.58284e+06,14300.3,396081,71101.8,559429,0,65536,0,0,ok
LRU,shared,65536,64,64,128,8,0,2,8192,65536,4.58466e+06,14294.6,376558,84280.4,559651,0,65536,0,0,ok
LRU,private,65536,64,64,128,8,50,0,8192,65536,359637,182228,43002.2,41811.3,43901,32768,32768,0.5,0.5,ok
LRU,private,65536,64,64,128,8,50,1,8192,65536,371976,176183,43474.1,42394.1,45407.2,32768,32768,0.5,0.5,ok
LRU,private,65536,64,64,128,8,50,2,8192,65536,357009,183570,42384.3,41653.7,43580.2,32768,32768,0.5,0.5,ok
LRU,shared,65536,64,64,128,8,50,0,8192,65536,2.8443e+06,23041.2,245848,104674,347205,32764,32772,0.499939,0.5,inexact
LRU,shared,65536,64,64,128,8,50,1,8192,65536,2.81864e+06,23251,201849,42908.8,344072,32762,32774,0.499908,0.5,inexact
LRU,shared,65536,64,64,128,8,50,2,8192,65536,2.82716e+06,23180.8,250175,42688.8,345113,32761,32775,0.499893,0.5,inexact
LRU,private,65536,64,64,128,8,100,0,8192,65536,141804,462160,15694.8,15054.1,17310,65528,8,0.999878,0.999878,ok
LRU,private,65536,64,64,128,8,100,1,8192,65536,141527,463064,15812.5,15052.8,17276.2,65528,8,0.999878,0.999878,ok
LRU,private,65536,64,64,128,8,100,2,8192,65536,165624,395692,16697.1,15040.5,20217.7,65528,8,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,8,100,0,8192,65536,1.05302e+06,62236.4,82673.8,16538.5,128542,65528,8,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,8,100,1,8192,65536,1.04909e+06,62469.4,75666.5,16319.7,128063,65528,8,0.999878,0.999878,ok
LRU,shared,65536,64,64,128,8,100,2,8192,65536,1.07384e+06,61029.8,89992.5,16502.2,131083,65528,8,0.999878,0.999878,ok
LRU,private,65536,64,64,128,16,0,0,8192,131072,801605,163512,82572.4,69001.5,97852.2,0,131072,0,0,ok
