query_name,repetition,torchserve_records,avg_request_bytes,avg_response_bytes,error_count,error_rate,serialization_ms_mean,end_to_end_throughput,roundtrip_latency_ms_mean,roundtrip_latency_ms_p50,roundtrip_latency_ms_p95,roundtrip_latency_ms_p99,e2e_latency_ms_mean,e2e_latency_ms_p50,e2e_latency_ms_p95,e2e_latency_ms_p99,end_to_end_latency_us,batch_size,prediction_cache_type,use_batch_deduplication
systems.test_03,rep-01,991.0,115208.0,56.0,0.0,0.0,57.91826437941473,10.013641186277976,39.54793138244198,38.0,47.0,58.0,97.46619576185671,82.0,160.0,187.10000000000002,97466.19576185671,1,NONE,false
